Producto,Kcal,Grasa,Carbohidratos,Proteina,Sal,Supermercado,Saturada%,Azucares%
Zumo Tropical,30.0,0.0,7.000000000000001,0.4,0.01,dia,,91.42857142857144
Crepe Relleno de Chocolate,437.5,20.0,55.93749999999999,7.187499999999999,1.9375,dia,28.125,64.24581005586593
Filetes de Lomo,147.0,6.5,0.1,22.0,0.15,dia,35.38461538461538,100.0
Jamoncitos de Pollo,112.0,4.2,0.5,19.0,0.0,dia,30.95238095238096,80.0
Huevos Frescos,141.0,9.7,0.7,12.7,1.0,dia,28.865979381443303,100.0
Macarrones Integrales,342.0,2.0,65.0,12.0,0.03,dia,20.0,4.307692307692308
Pasas Sultanas,314.0,0.6,71.8,2.7,0.0,dia,16.666666666666668,80.22284122562675
Hogaza de Centeno y Avena,280.0,3.3000000000000003,51.9,8.2,1.3,dia,27.27272727272728,10.789980732177264
4 Quesos Rallado,370.0,30.0,1.9,26.0,1.6,dia,70.0,10.526315789473683
Queso Fresco de Vaca,190.0,14.000000000000002,2.3,13.3,0.8100000000000002,dia,70.71428571428571,43.47826086956522
Queso Provolone ,334.0,26.0,0.0,25.0,1.7000000000000002,dia,69.23076923076923,
Cocktail de Frutos Secos,387.0,5.8,63.3,17.2,0.0,dia,18.96551724137932,4.10742496050553
Yogur Desnatado Edulcorado,39.0,0.1,5.6,3.9,0.0,dia,100.0,100.0
Queso Havarti,386.0,33.0,0.1,21.0,0.0,dia,81.81818181818183,200.0
Arroz Basmati ,349.0,1.0,78.1,7.000000000000001,0.03,dia,30.0,0.1280409731113956
Tortilla de Patata Fresca sin Cebolla,173.0,11.0,12.0,5.7,0.8100000000000002,dia,16.36363636363637,5.0
Arroz Vaporizado,348.0,0.8,77.0,7.200000000000001,0.0,dia,25.0,0.7792207792207793
Burger Brioche,319.0,10.4,47.0,8.2,0.78,dia,13.461538461538462,18.08510638297873
Queso Azul,331.0,28.1,0.1,19.4,3.5000000000000004,dia,64.41281138790036,100.0
Pan Maxi Burger,277.0,4.9,47.0,9.7,1.3,dia,18.367346938775512,10.0
Yogur Griego Natural Azucarado,135.20000000000002,9.04,11.04,2.64,0.12,dia,67.2566371681416,100.0
Espárragos Verdes Ultracongelados ,21.0,0.16,3.35,2.25,0.0,dia,0.0,0.0
Guisantes Congelados,97.0,0.4,14.400000000000002,6.3,0.45,dia,25.0,32.638888888888886
Mermelada de Fresa Extra,197.0,0.0,48.0,0.5,0.0,dia,,97.08333333333331
Humus Pimiento,193.0,11.8,11.1,7.200000000000001,0.8,dia,12.71186440677966,9.909909909909912
Fiambre de Pechuga de Pavo,79.0,1.0,5.5,12.0,0.0,dia,35.0,27.27272727272727
Flan de Vainilla,98.0,1.5,18.8,2.2,0.25,dia,80.0,95.74468085106382
Espaguetis,355.0,1.8000000000000005,71.0,12.0,0.03,dia,22.22222222222221,4.929577464788733
Mayonesa Light ,261.0,25.7,6.6000000000000005,0.4,1.26,dia,12.451361867704282,34.848484848484844
Gulas,171.0,11.0,8.2,8.9,2.3,dia,13.636363636363637,19.512195121951223
Nachos,480.0,23.0,60.0,6.2,0.9000000000000001,dia,45.21739130434783,3.000000000000001
Nuggets de Pollo,222.00000000000003,12.7,15.2,11.1,0.0,dia,16.535433070866144,11.184210526315791
Tomate Triturado Lata,17.0,0.0,2.7,0.8,1.28,dia,,85.18518518518518
Queso de Cabrales,392.0,34.0,0.0,21.5,0.0,dia,0.0,
Ice Tea Limón,20.0,0.0,5.0,0.0,0.0,dia,,100.0
Barrita de Cereales con Chocolate,436.00000000000006,15.6,65.2,7.200000000000001,0.4,dia,41.02564102564103,42.94478527607362
Filete de Pavo Pimentón,83.0,0.0,1.2,19.6,0.0,dia,,0.0
Yogur Stracciatella,114.0,3.7000000000000006,17.0,3.1,0.1,dia,70.27027027027026,94.11764705882352
Pechuga de Pavo Braseada,76.0,1.3,0.5,16.0,0.01,dia,76.92307692307692,100.0
Pechuga Pollo Braseado,84.0,1.5,0.7,17.0,1.9,dia,33.33333333333333,57.14285714285715
"Brócoli, Coliflor y Zanahoria",37.0,0.5,5.0,1.6,0.0,dia,20.0,36.00000000000001
Ensalada 4 Estaciones,18.0,0.4,2.1,0.8,0.05,dia,25.0,133.33333333333331
QUESO FETA,290.0,25.0,0.2,16.0,2.0,dia,72.0,100.0
Rulo de Cabra,329.0,29.0,1.0,16.0,1.2,dia,0.0,0.0
Yogurt Estilo Griego Natural,129.0,11.0,4.1,3.3000000000000003,0.0,dia,67.27272727272728,100.0
Altramuces ,60.0,1.2,3.6000000000000005,6.3,5.5,dia,16.666666666666668,0.0
Mozzarella Lonchas,311.0,22.2,0.6,27.500000000000004,0.63,dia,67.56756756756756,100.0
Spaghetti,351.0,1.0,70.0,14.000000000000002,0.02,dia,30.0,5.714285714285714
Arroz Redondo,349.0,0.9000000000000001,77.3,7.400000000000001,0.0,dia,22.22222222222222,0.3880983182406209
Mantequilla,742.0,82.0,0.4,0.6,0.08,dia,67.4390243902439,100.0
Yogurt al Estilo Griego Natural Ligero,69.0,2.0,6.7,6.0,0.18,dia,65.0,100.0
Entrecot Añojo,153.0,6.5,0.9000000000000001,22.8,0.04,dia,47.69230769230769,55.55555555555555
Croquetas de Boletus,205.0,7.200000000000001,31.0,3.3000000000000003,0.92,dia,18.05555555555556,15.483870967741936
Quinoa con Verduras,122.0,3.6000000000000005,15.0,4.9,0.71,dia,16.666666666666664,8.666666666666668
Alubias Blancas Categoria Extra,86.0,0.6,12.0,5.4,1.3,dia,16.666666666666668,3.333333333333333
Pechuga Entera,99.0,1.6,0.5,21.0,0.16,dia,31.25,100.0
Yogur Natural Azucarado,78.4,1.92,12.32,3.12,0.0,dia,66.66666666666667,100.0
Ensalada de Brotes,18.0,0.4,0.7,2.0,0.45,dia,0.0,28.571428571428577
Cerdo a Tacos,118.0,3.5000000000000004,0.1,21.5,0.15,dia,34.28571428571428,100.0
Muslitos de Mar,148.0,1.9,25.6,8.2,0.0,dia,10.526315789473683,12.109375
Pan Tostado 100% Integral ,370.0,5.6,59.0,14.000000000000002,0.92,dia,12.5,6.440677966101695
Picos Camperos,392.0,5.3,71.8,11.5,1.9,dia,15.094339622641511,4.596100278551533
Tortita de Arroz con Chocolate Negro,469.00000000000006,18.0,68.0,6.2,0.03,dia,61.11111111111112,41.1764705882353
Brócolis Ultracongelados,34.0,0.5,3.5000000000000004,2.4,0.08,dia,0.0,42.85714285714285
Tomate Frito Casero,120.0,8.0,11.4,1.6,0.38,dia,16.25,76.3157894736842
Yogur Griego Natural Desnatado,56.00000000000001,0.2,6.800000000000001,6.800000000000001,0.0,dia,100.0,100.0
Salsa Barbacoa,162.0,0.2,39.0,0.9000000000000001,2.7,dia,0.0,96.15384615384616
Ensalada Italiana,152.0,6.7,15.0,7.9,0.69,dia,16.417910447761194,17.333333333333336
Queso Fundido Rallado,313.0,21.0,10.0,21.0,3.7000000000000006,dia,71.42857142857143,5.0
Salmón Ahumado,214.0,14.099999999999998,0.5,22.0,2.5,dia,28.368794326241137,100.0
Panettone Chocolate,383.0,17.0,50.0,6.5,0.45,dia,50.0,44.0
Brócoli Ultracongelado ,34.0,0.5,3.5000000000000004,2.4,0.0,dia,20.0,42.85714285714285
Yogur Sabores Desnatado,39.0,0.1,5.6,3.9,0.0,dia,100.0,100.0
Hamburguesa,211.0,14.9,0.5,19.1,0.0,dia,48.59060402684563,100.0
Leche Entera sin Lactosa,64.0,3.6000000000000005,4.7,3.1,0.13,dia,66.66666666666666,100.0
Helado Dulce de Leche,211.0,8.8,30.0,2.9,0.45,dia,89.77272727272727,96.66666666666669
Pollo Pechuga Rellena de Jamón Curado y Queso,149.0,2.9,15.4,15.2,1.4,dia,37.93103448275863,7.792207792207792
Chorizo Sarta Dulce,495.0,43.0,1.0,26.0,0.01,dia,37.2093023255814,0.0
Atún Claro Natural,84.0,0.6,0.0,20.0,0.0,dia,16.666666666666668,
Pan Hot Dog,270.9090909090909,3.8181818181818175,49.09090909090909,8.90909090909091,1.0909090909090908,dia,14.285714285714288,9.25925925925926
Donuts,410.0,23.9,41.6,5.4,0.9399999999999998,dia,48.53556485355649,38.46153846153846
Tiburones,349.0,1.5,70.0,12.0,0.0,dia,0.0,0.0
Pan de Molde Rebanada Gruesa,242.0,1.3,48.0,8.1,0.0,dia,0.0,0.0
Pisto,71.0,3.0,9.8,1.2,0.84,dia,16.666666666666664,72.44897959183673
Nata Para Montar,336.0,35.0,3.3000000000000003,2.0,0.13,dia,65.71428571428571,100.0
Torreznos,627.0,48.0,0.0,49.0,2.8,dia,31.25,
Magdalena Integral,436.3636363636363,20.90909090909091,55.45454545454545,4.545454545454546,0.0,dia,28.98550724637681,54.09836065573771
Leche Condensada,322.0,8.0,55.00000000000001,7.400000000000001,0.8199999999999998,dia,71.25,100.0
Queso de Mezcla Tierno ,367.0,31.0,1.0,21.0,1.5,dia,61.29032258064516,50.0
Rosquillas de Pan,399.0,2.7,80.6,11.5,0.0,dia,29.629629629629623,0.0
Ketchup Light,50.0,0.0,10.0,1.5,1.4,dia,,92.0
Pepinillos en Vinagre,11.0,0.1,1.3,0.6,0.01,dia,0.0,69.23076923076924
Chocolate Negro,508.0,28.000000000000004,54.0,5.6,0.08,dia,60.71428571428571,92.5925925925926
Sobaos,441.02564102564105,28.717948717948715,45.38461538461539,5.384615384615385,0.0769230769230769,dia,39.2857142857143,63.84180790960452
Atún Claro en Escabeche,103.84615384615384,1.5384615384615383,0.0,22.884615384615387,1.4423076923076923,dia,12.5,
Pepinillos Agridulces ,38.0,0.2,7.6,1.4,0.05,dia,0.0,90.78947368421052
Nata Batida Spray,306.0,28.000000000000004,11.0,2.4,0.0,dia,67.49999999999999,100.0
Patatas Bravas,120.0,2.0,23.0,2.2,0.14,dia,15.0,2.1739130434782608
Arroz Negro con Calamar y Gambas,111.0,1.6,18.0,6.1,1.07,dia,37.49999999999999,10.555555555555555
Espárragos Blancos Gruesos,26.0,0.3,3.4000000000000004,1.9,0.0,dia,0.0,70.58823529411764
Pechuga de Pavo Cocida,74.0,0.5,0.5,17.0,1.8500000000000003,dia,40.0,100.0
Cookies,479.0,21.0,64.0,6.2,0.33,dia,61.90476190476191,51.5625
Caramelos Masticables Surtido 5 Sabores,400.0,6.0,80.0,2.0,0.0,dia,100.0,72.49999999999999
Albondigas en Salsa con Guisantes y Zanahorias,166.0,12.0,6.4,7.9,1.0,dia,33.33333333333333,15.625
Albóndigas de Pollo,181.0,11.5,1.7000000000000002,16.9,1.24,dia,31.30434782608696,5.88235294117647
Leche Desnatada Calcio,38.0,0.5,4.8,3.9,0.13,dia,60.0,100.0
Bebida Energética,45.6,0.0,10.72,0.0,0.1679999999999999,dia,,98.13432835820896
Zumo de Naranja,43.0,0.0,10.0,0.6,0.0,dia,,97.0
Jamón de Cebo Ibérico,262.0,17.3,0.4,26.3,11.08,dia,30.057803468208093,100.0
Queso de Oveja Curado,439.0,37.0,0.0,26.5,0.0,dia,74.5945945945946,
Mini Taquitos Jamón ,178.0,6.0,1.0,30.0,5.0,dia,41.66666666666667,100.0
Mejillones al Natural,102.89855072463769,3.0434782608695654,1.884057971014493,16.956521739130434,2.2028985507246377,dia,23.809523809523807,0.0
Pollo en Salsa con Arroz,130.33333333333331,2.2,19.4,8.0,7.000000000000001,dia,18.181818181818183,5.154639175257732
Lomo de Cebo Ibérico ,293.0,17.5,0.4,33.3,0.0,dia,30.28571428571428,100.0
Canelones de Atún,136.0,5.0,15.0,7.3,0.8500000000000001,dia,32.0,21.333333333333336
Queso Mezcla Semicurado,433.0,39.3,1.8000000000000005,26.3,3.75,dia,58.269720101781175,100.0
Filetes de Merluza del Cabo,89.0,2.9,0.8,15.0,0.33,dia,27.58620689655172,0.0
Rabas Empanadas,99.0,0.6,9.4,13.900000000000002,1.2,dia,33.333333333333336,5.319148936170213
Pisto con Calabacin,71.0,3.0,9.8,1.2,0.84,dia,16.666666666666664,72.44897959183673
Salteado de Setas,14.000000000000002,0.2,5.5,2.5,0.02,dia,50.0,60.00000000000001
Emmental Rallado,368.0,28.2,1.7000000000000002,26.700000000000003,1.2,dia,68.79432624113475,0.0
Olivas Negras,152.0,16.0,0.1,0.5,0.0,dia,16.875,100.0
Bacalao Desmigado Desalado,62.0,1.0,0.0,11.3,1.5,dia,10.0,
Atun en Salsa de Tomate,184.0,12.0,3.5000000000000004,14.800000000000002,1.2,dia,12.5,88.57142857142857
"Relleno Fajitas con Pollo, Pimientos y Cebolla",79.0,2.5,6.2,7.000000000000001,1.3,dia,20.0,67.74193548387098
Panecillos Tostados con Tomate y Orégano,506.0,27.0,56.00000000000001,8.0,0.0,dia,22.96296296296296,10.89285714285714
Pechugas Fileteadas,99.0,1.6,0.5,21.0,0.16,dia,31.25,100.0
Escalopines de salmon,224.00000000000003,16.0,0.0,20.0,0.11,dia,18.75,
Mejillones en Escabeche,162.0,8.3,4.0,17.8,4.0,dia,15.66265060240964,0.0
Callos con Garbanzos,129.0,6.0,7.7,10.8,0.8500000000000001,dia,63.33333333333333,3.896103896103896
Espinacas,29.0,0.7,1.9,2.7,0.5,dia,28.571428571428577,26.31578947368421
Pizza Carbonara,257.0,13.0,23.0,11.0,1.4,dia,49.23076923076923,11.304347826086955
Aceituna Verde Deshuesada ,169.0,17.7,0.0,1.0,9.25,dia,16.949152542372882,
Pan Semillas del Campo,254.0,5.3,39.7,8.9,0.0,dia,13.20754716981132,12.846347607052891
Yogur Bifidus Nueces y Cereales ,56.00000000000001,0.3,7.7,4.8,0.0,dia,0.0,83.11688311688312
Corazones Alcachofas,32.0,0.0,5.0,2.0,0.7,dia,,32.0
Sardinillas en Aceite de Oliva,185.48387096774192,10.0,1.935483870967742,21.935483870967744,2.5,dia,19.35483870967742,0.0
Croquetas de Pollo,176.0,5.3,23.0,7.3,2.0,dia,67.9245283018868,22.17391304347826
Atún en Aceite de Oliva,204.0,12.0,0.0,24.0,1.2,dia,15.000000000000004,
Magro de Cerdo Cocido,146.0,8.3,0.5,17.1,4.32,dia,38.55421686746988,20.0
Atún Oliva,172.0,7.5,0.0,26.0,0.0,dia,14.666666666666666,
Jamón Cocido Extra Braseado,100.0,2.0,0.5,20.0,1.93,dia,35.0,100.0
High Protein Natillas Sabor Vainilla,80.0,1.5,6.0,10.5,0.11,dia,60.00000000000001,58.333333333333336
Aceitunas Verdes Rellenas de Anchoa,145.0,15.0,0.0,1.3,3.55,dia,20.0,
Nuez,611.0,59.0,3.3000000000000003,14.000000000000002,0.0,dia,10.847457627118644,78.78787878787878
Solomillos Empanados,135.0,3.3000000000000003,9.8,16.3,1.28,dia,18.18181818181818,3.0612244897959178
Pizza Pollo,209.0,6.3,26.5,10.8,1.3,dia,47.61904761904762,9.433962264150944
Soja,43.0,1.7000000000000002,3.7000000000000006,3.1,0.0,dia,0.0,0.0
Chorizo Extra,261.0,20.0,1.7000000000000002,18.5,0.01,dia,35.0,58.823529411764696
Pan de Molde Grande,259.25925925925924,2.9629629629629632,48.14814814814815,8.88888888888889,0.0,dia,12.5,8.461538461538462
Latte Macchiato ,61.0,1.4,9.2,3.1,0.11,dia,64.2857142857143,97.82608695652176
Flash,28.000000000000004,0.0,7.000000000000001,0.0,0.0,dia,,100.0
Mix Fun Frutos Secos ,454.0,18.2,55.3,15.5,1.2,dia,19.23076923076924,16.455696202531644
Filetes de Caballa del Sur en Aceite de Oliva,204.0,11.8,0.3,24.1,1.0,dia,24.576271186440675,0.0
Mousse de Chocolate con Leche,159.0,6.0,21.2,4.8,0.15,dia,60.00000000000001,96.69811320754718
Bebida Energética Light,2.4,0.0,0.0,0.0,0.0,dia,,
Barritas de Cereales con Plátano y Chocolate con Leche,408.0,11.6,66.4,6.800000000000001,0.72,dia,55.172413793103445,41.566265060240966
Galletas Rellenas,500.0,21.818181818181817,69.0909090909091,5.454545454545454,0.0,dia,58.33333333333335,51.315789473684205
Queso Fundido en Polvo,276.0,14.000000000000002,21.0,14.000000000000002,2.2,dia,67.14285714285714,2.380952380952381
Colorante Alimentario,311.0,1.7000000000000002,64.4,9.2,15.3,dia,5.88235294117647,2.018633540372671
Fabada Receta Asturiana ,150.0,8.5,11.0,6.0,0.0,dia,30.58823529411765,9.090909090909092
Pistachos Tostados sin Sal Añadida,594.0,47.0,15.0,23.0,0.21,dia,12.127659574468089,46.0
Pan Hamburguesa ,275.0,4.7,47.0,9.7,1.4,dia,17.02127659574468,15.319148936170215
Berberechos,79.0,0.7,4.7,13.5,1.5,dia,14.285714285714288,0.0
Crema de Vinagre Balsámico de Modena,217.0,0.0,53.6,0.6,0.0,dia,,75.0
Tomate Frito sin Azucar,67.0,3.3000000000000003,6.5,1.8000000000000005,0.22,dia,15.151515151515149,89.23076923076923
Digestive ,461.5384615384615,16.78321678321678,69.93006993006993,6.293706293706293,1.6083916083916083,dia,12.499999999999996,24.0
Gouda Rallado,343.0,27.3,1.7000000000000002,23.2,1.9,dia,65.56776556776556,0.0
Regaliz,341.0,3.4000000000000004,74.0,3.5000000000000004,0.0,dia,0.0,0.0
Ice Tea Limón Light,2.0,0.0,0.2,0.0,0.0,dia,,100.0
Pan de Pueblo con 5 Cereales,265.625,4.6875,42.5,11.25,0.0,dia,20.0,23.52941176470588
Margarina Light,363.0,40.0,0.5,0.3,0.4,dia,30.0,100.0
Filete de Merluza del Cabo sin Piel,76.0,1.0,0.0,16.0,0.2,dia,40.0,
Salsa Pesto Rojo,262.0,24.2,6.2,4.6,1.72,dia,20.247933884297524,66.12903225806451
Galleta María Dorada,458.0,15.0,74.0,5.7,0.0,dia,10.0,27.027027027027028
Tarta Chocolate Blanco con Galleta,379.0,23.7,37.0,4.3,0.0,dia,74.26160337552743,59.18918918918919
Pan Tostado,392.0,4.6,73.0,12.0,1.2,dia,15.217391304347828,6.712328767123288
Pollo Asado Entero,196.0,8.9,0.5,28.9,0.9399999999999998,dia,41.57303370786518,100.0
Colines,399.0,2.7,80.6,11.5,0.0,dia,14.814814814814811,1.240694789081886
Pizza Barbacoa,242.0,8.1,31.0,10.0,4.25,dia,39.50617283950618,9.67741935483871
Natillas con Chocolate,127.0,3.1,21.1,3.5000000000000004,0.32,dia,67.74193548387098,80.56872037914692
Gelatina,76.0,0.0,19.0,0.0,0.0,dia,,96.3157894736842
Ensaladilla Rusa,274.0,23.9,6.0,8.5,1.0,dia,17.154811715481173,33.33333333333333
Cerdo Longaniza Fresca,214.0,16.0,0.5,17.0,1.7000000000000002,dia,39.375,0.0
Croissants,473.21428571428567,28.035714285714285,46.96428571428572,6.964285714285714,0.0,dia,53.5031847133758,23.57414448669201
Pan de Molde Rústico,272.0,4.7,46.0,10.0,1.3,dia,17.02127659574468,6.304347826086956
Tortiglioni,351.0,1.0,70.0,14.000000000000002,0.08,dia,30.0,5.714285714285714
Macarrón,358.0,1.5,74.0,11.0,0.02,dia,13.333333333333334,2.702702702702702
Cereales Linea Chocolate Negro,394.0,5.5,75.7,7.3,1.58,dia,69.0909090909091,29.06208718626156
Queso Fresco de Cabra,249.00000000000003,21.0,1.6,13.5,0.8,dia,74.76190476190476,87.49999999999999
Gazpacho Suave,41.0,2.3,3.5000000000000004,0.8,0.8,dia,17.39130434782609,94.28571428571428
Pizza Crispy Bacon,242.0,9.6,26.0,12.0,1.5,dia,42.70833333333333,18.07692307692308
Flautas Pollo y 2 Quesos,243.00000000000003,7.000000000000001,30.0,15.1,0.0,dia,0.0,0.0
Salsa Soja,48.0,0.0,2.2,9.2,17.0,dia,,0.0
Filetes de Salmón Salvaje,114.0,3.8,0.0,20.0,0.13,dia,21.05263157894737,
Fiambre de Pechuga de Pollo,85.0,1.2,5.5,13.0,0.0,dia,33.333333333333336,0.0
Salmon Ahumado Lonchas,181.0,9.2,1.5,23.0,2.5,dia,21.73913043478261,100.0
Natillas,112.0,2.88,18.0,3.52,0.0,dia,66.66666666666666,93.33333333333331
Yogur Bifidus Cremoso,65.0,3.0,5.3,4.3,0.15,dia,100.0,100.0
Pipas Gigantes Aguasal,569.0,49.8,6.3,19.3,0.25,dia,10.441767068273093,42.85714285714286
Digestive Chocolate,498.00000000000006,23.5,64.2,6.0,1.38,dia,54.04255319148936,36.7601246105919
Taquitos de Jamón Curado,234.0,12.0,1.5,30.0,0.01,dia,33.33333333333333,100.0
Mermelada Frutos Rojos Light,120.0,0.0,30.0,0.0,0.62,dia,,0.0
Merluza Rebozada al Huevo,132.0,5.5,9.8,9.9,0.84,dia,18.181818181818183,10.20408163265306
Cappuccino,63.0,1.4,9.6,3.1,0.12,dia,64.2857142857143,95.83333333333331
Pan Rústico,389.0,3.3000000000000003,75.8,12.3,2.44,dia,18.18181818181818,3.298153034300792
Cacahuetes Tostados y Salados,609.0,50.0,9.9,24.6,0.5,dia,38.4,29.29292929292929
Chocolate Negro sin Azúcares Añadidos,468.0,33.0,49.0,7.3,0.01,dia,62.121212121212125,1.020408163265306
Fiambre York,111.0,2.5,10.0,12.0,2.2,dia,36.00000000000001,10.0
Anacardo Frito y Salado,609.0,49.8,17.6,20.7,0.08,dia,18.674698795180724,39.77272727272727
Pechuga de Pollo Asada con Patatas ,135.0,3.1,6.800000000000001,20.0,1.0,dia,25.806451612903224,16.176470588235293
Queso Fresco Desnatado,66.0,0.3,3.8,12.0,2.0,dia,66.66666666666667,100.0
Tarta de Manzana,375.38461538461536,16.923076923076923,49.07692307692307,4.0,0.4923076923076923,dia,53.63636363636364,48.90282131661443
Tortitas de Trigo,324.0,9.0,51.0,9.2,2.0,dia,57.777777777777786,4.509803921568627
Patatas Paja,562.0,37.0,50.0,5.3,0.0,dia,45.94594594594595,2.0
Salsa Ranchera,187.0,15.0,11.0,2.0,1.6,dia,8.666666666666668,51.81818181818182
Solomillo de Atún,105.0,0.8,0.5,24.0,0.6,dia,74.99999999999999,100.0
Cuajada,94.4,5.28,6.720000000000001,4.88,0.0,dia,69.6969696969697,100.0
Salchichas de Pollo,200.0,16.0,0.2,14.000000000000002,6.25,dia,31.25,100.0
Formaggio Curado,387.0,29.0,0.5,31.0,1.2,dia,62.06896551724138,100.0
Chocolate Negro 72%,530.0,35.0,38.0,9.5,0.0,dia,0.0,86.84210526315788
Alubias Pintas Cocidas,77.0,0.0,9.9,5.8,0.6,dia,,0.0
Bacon Burguer,211.0,9.6,19.0,12.0,1.4,dia,38.645833333333336,26.31578947368421
Chorizo Sarta Extra Picante,446.0,36.9,1.4,27.6,0.01,dia,39.56639566395664,35.714285714285715
Fideo Cabellín,355.0,1.8000000000000005,71.0,12.0,0.05,dia,11.111111111111107,2.8169014084507045
Base de Pizza Finas,282.0,5.9,49.2,7.000000000000001,0.0,dia,15.254237288135592,2.845528455284553
Almendras Tostadas y Saladas,619.0,52.5,10.1,21.0,0.01,dia,15.23809523809524,48.51485148514852
Crackers Saladas,469.8795180722892,19.879518072289155,64.4578313253012,7.228915662650602,0.0,dia,48.48484848484848,10.280373831775703
Chipirones Rellenos en Su Tinta,172.0,9.5,7.5,14.000000000000002,0.0,dia,45.26315789473684,48.00000000000001
Salsa Boloñesa,124.0,7.1,9.9,4.3,0.0,dia,15.492957746478876,35.35353535353536
Yogur ,39.0,0.1,5.6,3.9,0.15,dia,100.0,100.0
Tortitas de Maíz con Chocolate Negro,451.32743362831854,12.38938053097345,76.10619469026548,7.964601769911504,0.0,dia,57.14285714285715,23.25581395348837
Salami Extra,436.00000000000006,40.0,1.0,18.0,0.01,dia,37.5,100.0
Tortitas de Arroz con Yogurt,482.0,20.0,68.0,7.000000000000001,0.0,dia,0.0,0.0
Hamburguesa Crunchy Chicken,240.0,13.5,12.5,17.0,1.6,dia,18.51851851851852,8.8
Nueces sin Cáscara ,674.0,62.4,3.8,19.9,0.01,dia,9.455128205128206,55.26315789473685
Crunchy Muesli,465.00000000000006,18.6,61.0,9.9,0.29,dia,51.075268817204304,30.163934426229503
Yogur Bifidus Ciruela ,50.4,0.08,7.68,4.079999999999999,0.36,dia,100.0,91.66666666666669
Punta de Queso Brie,356.0,32.0,0.5,17.0,4.0,dia,70.3125,100.0
Queso Fundido Lonchas,251.0,20.5,6.0,10.5,0.0,dia,65.85365853658537,58.333333333333336
Hogaza con Pipas de Calabaza,284.0,4.8,46.8,10.7,1.21,dia,29.166666666666668,8.76068376068376
Ensaladilla Jardinera Congelada,70.0,0.2,14.000000000000002,2.4,0.0,dia,50.0,51.42857142857144
Canelones Boloñesa,128.33333333333334,6.6000000000000005,12.0,4.8,0.0,dia,0.0,0.0
Galleta Rellena Sabor Chocolate,484.0,19.2,70.0,6.0,1.28,dia,58.333333333333336,47.42857142857143
Anacardos Tostados y Salados,622.0,49.0,22.7,19.8,2.5,dia,18.367346938775512,29.074889867841414
Tortilla de Patata Fresca con Cebolla,147.0,9.0,11.0,5.2,1.2,dia,17.77777777777778,10.0
Hojaldre de Salmón con Crema de Espinacas ,250.0,16.0,17.0,9.2,1.1,dia,60.0,7.647058823529412
Mermelada de Melocoton Extra Diet,26.0,0.0,5.4,0.5,0.0,dia,,81.4814814814815
Flan de Huevo,137.0,2.0,24.1,5.5,0.0,dia,40.0,93.3609958506224
Burger Meat Pollo y Espinacas,151.0,8.6,4.4,13.8,1.8000000000000005,dia,31.39534883720931,11.363636363636363
Longaniza de Pavo y Pollo ,158.0,10.0,0.4,16.8,2.1,dia,40.0,74.99999999999999
Galleteca,491.0,22.0,66.0,5.8,0.48,dia,63.63636363636365,57.57575757575758
Escalopin Añojo,130.0,4.0,0.6,22.8,0.38,dia,45.000000000000014,83.33333333333334
Vinagre Balsámico de Módena,68.0,0.0,18.0,0.6,0.0,dia,,55.55555555555556
Sirope de Chocolate,320.0,0.9000000000000001,75.0,1.7000000000000002,0.0,dia,55.55555555555555,96.0
Alubias Blancas Cocidas Extra,81.0,0.0,12.0,5.3,0.0,dia,,5.0
Tallarines,349.0,1.5,70.0,12.0,0.05,dia,20.0,4.142857142857142
Yogur Líquido,78.0,2.0,11.3,3.0,0.12,dia,65.0,117.6991150442478
Conejo,131.0,5.3,0.0,21.0,0.14,dia,37.735849056603776,
Pizza Cuatro Quesos,281.0,12.0,31.0,13.0,1.4,dia,54.16666666666666,9.67741935483871
Caldo Cocido,7.000000000000001,0.3,0.5,0.5,0.0,dia,33.333333333333336,80.0
Chocolate Negro Relleno de Menta,456.0,17.0,70.0,3.5000000000000004,0.0,dia,58.82352941176471,90.14285714285715
Chocolate con Leche con Galleta,569.0,36.0,54.6,5.7,0.0,dia,63.33333333333333,82.41758241758241
"Cerveza 0,0 ",18.0,0.0,3.8,0.3,0.02,dia,,21.05263157894737
Burger Meat Cerdo,212.0,16.0,1.0,16.0,0.4,dia,39.375,60.0
Lenteja Roja,299.0,2.1,32.0,25.0,0.0,dia,19.047619047619047,5.0
Cacahuetes con Sal,625.0,50.7,10.8,27.6,0.0,dia,0.0,0.0
Salchichas Viena Queso,218.00000000000003,17.0,2.2,14.000000000000002,2.0,dia,33.529411764705884,45.45454545454545
Yogur Desnatado con Fresa,43.0,0.1,5.5,4.3,0.16,dia,100.0,90.9090909090909
Biscotes 62% Integral de Trigo,384.0,6.0,63.0,15.0,1.1,dia,11.666666666666666,7.936507936507936
Helado Limon,149.0,2.4,30.2,1.2,0.0,dia,66.66666666666667,80.4635761589404
Ensalada de la Huerta,42.0,1.2,6.4,1.3,0.29,dia,16.666666666666668,26.5625
Aceitunas Negras sin Hueso,125.0,13.0,0.0,0.5,2.0,dia,16.923076923076923,
Sopa de Pollo con Fideos,22.0,0.12,4.12,0.92,0.0,dia,0.0,2.912621359223301
Natillas Vainilla,114.0,2.7,20.0,2.4,0.15,dia,66.66666666666669,75.0
Judia Verde Redonda,21.0,0.5,2.7,0.8,0.0,dia,0.0,37.03703703703704
Helado de Stracciatella,207.0,8.8,29.3,2.0,0.3,dia,84.0909090909091,88.39590443686006
